Id,Balance
1001,18.12
1002,18.24
1003,21.279999999999998
1004,18.42
1005,4.32
1006,17.13
1007,20.48
1008,11.770000000000001
1009,3.279999999999994
1010,10.45
1011,17.150000000000006
1012,34.489999999999995
1013,27.79
1014,7.890000000000001
1015,6.780000000000001
1016,38.519999999999996
1017,49.8
1018,2.75
1019,15.6
1020,28.400000000000006
1021,11.899999999999999
1022,9.559999999999999
1023,33.99
1024,20.239999999999995
1025,21.019999999999996
1026,24.76
1027,12.170000000000002
1028,11.609999999999996
1029,18.71
1030,21.129999999999995
1031,6.109999999999999
1032,30.4
1033,47.230000000000004
1034,31.53
1035,23.44
1036,21.7
1037,18.08
1038,5.510000000000002
1039,16.88
1040,17.66
1041,4.120000000000001
1042,34.57
1043,23.66
1044,7.030000000000001
1045,15.070000000000004
1046,26.399999999999995
1047,1.8999999999999986
1048,5.41
1049,2.8900000000000006
1050,31.34
1051,5.1299999999999955
1052,16.300000000000004
1053,50.62
1054,14.919999999999998
1055,16.689999999999998
1056,5.430000000000007
1057,16.76999999999999
1058,21.059999999999995
1059,56.93000000000001
1060,27.650000000000002
1061,2.440000000000005
1062,5.520000000000003
1063,26.58
1064,56.5
1065,42.19
1066,17.89
1067,15.87
1068,10.120000000000001
1069,1.2799999999999976
1070,30.040000000000003
1071,28.650000000000006
1072,21.16
1073,4.219999999999999
1074,10.84
1075,8.369999999999997
1076,27.249999999999996
1077,3.1000000000000014
1078,9.440000000000001
1079,63.83
1080,22.49
1081,11.950000000000003
1082,20.330000000000005
1083,35.61
1084,21.169999999999998
1085,12.48
1086,3.010000000000005
1087,26.789999999999996
1088,42.5
1089,6.550000000000001
1090,11.299999999999997
1091,22.03
1092,15.200000000000003
1093,24.08
1094,32.22
1095,31.57
1096,18.43
1097,24.02
1098,22.11
1099,19.82
1100,9.48
1101,1.9699999999999989
1102,34.99
1103,33.94
1104,12.170000000000002
1105,22.83
1106,10.580000000000002
1107,18.130000000000003
1108,14.449999999999996
1109,6.98
1110,24.52
1111,5.560000000000002
1112,20.029999999999998
1113,33.03
1114,25.899999999999995
1115,35.21
1116,8.770000000000003
1117,8.049999999999997
1118,26.32
1119,14.21
1120,29.6
1121,39.33
1122,27.47
1123,18.770000000000003
1124,24.56
1125,20.84
1126,9.73
1127,9.29
1128,5.59
1129,29.109999999999996
1130,42.72
1131,22.67
1132,7.919999999999998
1133,2.75
1134,9.529999999999998
1135,27.549999999999997
1136,32.019999999999996
1137,0.9899999999999984
1138,10.259999999999998
1139,8.090000000000003
1140,26.5
1141,2.1599999999999966
1142,14.3
1143,68.33
1144,14.479999999999997
1145,17.299999999999997
1146,38.66
1147,18.83
1148,4.739999999999998
1149,23.770000000000003
1150,10.969999999999999
1151,7.16
1152,36.14
1153,9.469999999999999
1154,26.950000000000003
1155,36.56
1156,7.84
1157,26.310000000000002
1158,2.5899999999999963
1159,17.85
1160,36.39
1161,7.839999999999996
1162,23.05
1163,16.310000000000002
1164,3.999999999999993
